indx	film	id	rank	release_date	release_year	five_yr	verdict	verdict_rank	budget	first_week	tot_net_gross	budget_adjust	first_week_adjust	tot_net_gross_adjust	success_flop	profit_ratio
1911	The Last Lear	207	2023	2008-09-13	2008	2005	Disaster	1	11.0	0.88	1.055	27.06	2.165	2.595	0.0	1.0
1912	Chand Sa Roshan Chehra	1735	2025	2005-03-04	2005	2005	Disaster	1	1.5	0.28	0.363	4.38	0.818	1.06	0.0	1.0
1913	FryDay	3959	2026	2018-10-12	2018	2015	Disaster	1	30.5	1.48	1.525	35.075	1.702	1.754	0.0	1.0
1914	Sabse Badhkar Hum	1249	2027	2002-08-30	2002	2000	Disaster	1	0.85	0.105	0.193	2.762	0.341	0.627	0.0	1.0
1915	Topless	1677	2028	2005-09-09	2005	2005	Disaster	1	1.25	0.195	0.34	3.65	0.569	0.993	0.0	1.0
1916	Mighty Raju - Rio Calling	2246	2030	2014-05-16	2014	2010	Disaster	1	5.25	1.105	1.385	7.245	1.525	1.911	0.0	1.0
1917	Meenaxi - Tale Of 3 Cities	1849	2031	2004-04-02	2004	2000	Disaster	1	4.0	0.425	0.58	12.12	1.288	1.757	0.0	1.0
1918	Ekkees Toppon Ki Salaami	2324	2032	2014-10-10	2014	2010	Disaster	1	7.5	1.41	1.436	10.35	1.946	1.982	0.0	1.0
1919	Bumm Bumm Bole	928	2034	2010-05-14	2010	2010	Disaster	1	7.0	0.95	0.976	13.65	1.852	1.903	0.0	1.0
1920	Hastey Hastey - Follow Your Heart	1332	2035	2008-05-30	2008	2005	Disaster	1	4.5	0.835	0.93	11.07	2.054	2.288	0.0	1.0
1921	MP3 - Mera Pehla Pehla Pyaar	1477	2036	2007-06-08	2007	2005	Disaster	1	4.5	0.7	0.91	11.7	1.82	2.366	0.0	1.0
1922	Main Solah Baras Ki	2543	2037	1998-08-07	1998	1995	Disaster	1	1.75	0.11	0.153	7.158	0.45	0.626	0.0	1.0
1923	Dobaara - See Your Evil	3545	2038	2017-06-02	2017	2015	Disaster	1	25.5	1.36	1.3869999999999998	30.6	1.632	1.664	0.0	1.0
1924	404	801	2039	2011-05-20	2011	2010	Disaster	1	4.0	0.938	1.163	7.12	1.67	2.07	0.0	1.0
1925	Bollywood Calling	2012	2040	2001-11-23	2001	2000	Disaster	1	0.5	0.105	0.335	1.705	0.358	1.142	0.0	1.0
1926	Hyderabad Blues 2 - Rearranged Marriage	1775	2041	2004-07-02	2004	2000	Disaster	1	2.25	0.34	0.66	6.818	1.03	2.0	0.0	1.0
1927	Tumse Milke... Wrong Number	1189	2042	2003-12-12	2003	2000	Disaster	1	1.5	0.26	0.28	4.725	0.819	0.882	0.0	1.0
1928	Tada	590	2044	2003-08-29	2003	2000	Disaster	1	1.5	0.135	0.2	4.725	0.425	0.63	0.0	1.0
1929	Dil Bechara Pyaar Ka Maara	1792	2046	2004-10-15	2004	2000	Disaster	1	2.0	0.365	0.46799999999999997	6.06	1.106	1.418	0.0	1.0
1930	Dobara	499	2048	2004-09-24	2004	2000	Disaster	1	3.0	0.315	0.375	9.09	0.954	1.136	0.0	1.0
1931	Ladies Tailor	1562	2049	2006-07-07	2006	2005	Disaster	1	2.5	0.27	0.373	6.925	0.748	1.033	0.0	1.0
1932	Bhavesh Joshi Superhero	3778	2050	2018-06-01	2018	2015	Disaster	1	21.0	1.41	1.459	24.15	1.621	1.678	0.0	1.0
1933	Zindagi 50-50	1277	2051	2013-05-24	2013	2010	Disaster	1	3.5	0.585	0.632	5.285	0.883	0.954	0.0	1.0
1934	Mahabharat	2005	2052	2013-12-27	2013	2010	Disaster	1	25.0	1.19	1.255	37.75	1.797	1.895	0.0	1.0
1935	Time Pass	1704	2053	2005-06-03	2005	2005	Disaster	1	1.25	0.24	0.36	3.65	0.701	1.051	0.0	1.0
1936	Chupke Se	584	2054	2003-09-12	2003	2000	Disaster	1	2.5	0.29	0.395	7.875	0.913	1.244	0.0	1.0
1937	Shudra - The Rising	1157	2055	2012-10-19	2012	2010	Disaster	1	5.0	0.613	0.833	8.4	1.03	1.399	0.0	1.0
1938	Krishna	1522	2058	2006-09-29	2006	2005	Disaster	1	3.25	0.61	0.755	9.002	1.69	2.091	0.0	1.0
1939	Heartless	2126	2059	2014-02-07	2014	2010	Disaster	1	11.0	0.85	0.873	15.18	1.173	1.205	0.0	1.0
1940	My Name is Anthony Gonsalves	181	2060	2008-01-11	2008	2005	Disaster	1	7.0	0.64	0.728	17.22	1.574	1.791	0.0	1.0
1941	Vaada Raha...	1116	2061	2009-09-11	2009	2005	Disaster	1	6.0	0.765	0.8029999999999999	13.5	1.721	1.807	0.0	1.0
1942	Lahore	909	2062	2010-03-19	2010	2010	Disaster	1	9.5	0.76	0.88	18.525	1.482	1.716	0.0	1.0
1943	Aa Gaya Hero	3487	2063	2017-03-17	2017	2015	Disaster	1	8.5	0.875	0.998	10.2	1.05	1.198	0.0	1.0
1944	Dal - The Gang	2030	2067	2001-08-31	2001	2000	Disaster	1	0.65	0.11	0.18	2.217	0.375	0.614	0.0	1.0
1945	Desh Devi Maa Ashapura Madhwali	1937	2068	2002-11-29	2002	2000	Disaster	1	1.0	0.12	0.235	3.25	0.39	0.764	0.0	1.0
1946	Meri Biwi Ka Jawab Nahin	503	2069	2004-07-02	2004	2000	Disaster	1	2.25	0.18	0.268	6.818	0.545	0.812	0.0	1.0
1947	Jwaala Daku	2132	2072	2000-09-29	2000	2000	Disaster	1	0.35	0.075	0.14	1.235	0.265	0.494	0.0	1.0
1948	Char Dham	2611	2073	1998-01-16	1998	1995	Disaster	1	0.6	0.085	0.128	2.454	0.348	0.524	0.0	1.0
1949	Nigehbaan - The Third Eye	1739	2076	2005-02-25	2005	2005	Disaster	1	1.25	0.175	0.305	3.65	0.511	0.891	0.0	1.0
1950	3:00 AM	2314	2077	2014-09-26	2014	2010	Disaster	1	8.5	1.085	1.101	11.73	1.497	1.519	0.0	1.0
1951	Striker	893	2078	2010-02-05	2010	2010	Disaster	1	11.0	0.89	0.9	21.45	1.736	1.755	0.0	1.0
1952	Tell Me O Kkhuda	850	2080	2011-10-27	2011	2010	Disaster	1	16.0	0.855	0.899	28.48	1.522	1.6	0.0	1.0
1953	Chala Mussaddi - Office Office	815	2081	2011-08-05	2011	2010	Disaster	1	6.5	1.0	1.038	11.57	1.78	1.848	0.0	1.0
1954	Ek Haseena Thi Ek Deewana Tha	3557	2083	2017-06-30	2017	2015	Disaster	1	14.0	1.16	1.265	16.8	1.392	1.518	0.0	1.0
1955	Le Chal Apne Sang	751	2084	2000-03-17	2000	2000	Disaster	1	0.8	0.11	0.175	2.824	0.388	0.618	0.0	1.0
1956	Mirch	969	2085	2010-12-17	2010	2010	Disaster	1	3.75	0.86	0.9079999999999999	7.312	1.677	1.771	0.0	1.0
1957	Shortcut Romeo	914	2086	2013-06-21	2013	2010	Disaster	1	14.0	0.91	1.003	21.14	1.374	1.515	0.0	1.0
1958	Vajra - The Weapon	1855	2087	2004-03-12	2004	2000	Disaster	1	0.55	0.165	0.218	1.666	0.5	0.661	0.0	1.0
1959	Hum Kaun Hai	1806	2088	2004-09-03	2004	2000	Disaster	1	4.75	0.413	0.47	14.392	1.251	1.424	0.0	1.0
1960	Maine Gandhi Ko Nahin Mara	1669	2089	2005-09-30	2005	2005	Disaster	1	2.25	0.44799999999999995	0.6829999999999999	6.57	1.308	1.994	0.0	1.0
1961	Mr. 100% - The Real Player	1594	2091	2006-03-10	2006	2005	Disaster	1	2.25	0.22	0.313	6.232	0.609	0.867	0.0	1.0
1962	Delhii Heights	1454	2092	2007-03-30	2007	2005	Disaster	1	4.25	0.655	0.7070000000000001	11.05	1.703	1.838	0.0	1.0
1963	Na Ghar Ke Na Ghaat Ke	906	2093	2010-03-12	2010	2010	Disaster	1	5.75	0.69	0.728	11.212	1.346	1.42	0.0	1.0
1964	Saansein - The Last Breath	3433	2095	2016-11-25	2016	2015	Disaster	1	30.0	0.775	0.94	36.9	0.953	1.156	0.0	1.0
1965	Wafaa	1371	2099	2008-12-19	2008	2005	Disaster	1	2.0	0.23	0.33799999999999997	4.92	0.566	0.831	0.0	1.0
1966	Three - Love Lies Betrayal	1112	2101	2009-09-04	2009	2005	Disaster	1	4.0	0.67	0.725	9.0	1.508	1.631	0.0	1.0
1967	Parzania	1423	2102	2007-01-26	2007	2005	Disaster	1	3.0	0.29	0.76	7.8	0.754	1.976	0.0	1.0
1968	Zindagi Khoobsoorat Hai	647	2103	2002-10-04	2002	2000	Disaster	1	2.0	0.23	0.32	6.5	0.748	1.04	0.0	1.0
1969	Maatr	3513	2104	2017-04-21	2017	2015	Disaster	1	8.5	1.15	1.173	10.2	1.38	1.408	0.0	1.0
1970	I Love NY	2897	2105	2015-07-10	2015	2015	Disaster	1	16.0	1.19	1.2	20.8	1.547	1.56	0.0	1.0
1971	Life Mein Kabhi Kabhiee	1473	2106	2007-04-13	2007	2005	Disaster	1	5.0	0.705	0.7609999999999999	13.0	1.833	1.979	0.0	1.0
1972	Rabba Main Kya Karoon	1412	2111	2013-08-02	2013	2010	Disaster	1	11.0	1.025	1.058	16.61	1.548	1.598	0.0	1.0
1973	Haal - E - Dil	885	2114	2008-06-20	2008	2005	Disaster	1	6.0	0.465	0.52	14.76	1.144	1.279	0.0	1.0
1974	Hot Mashooka - A Dangerous Lover	1697	2116	2005-06-24	2005	2005	Disaster	1	0.6	0.13	0.225	1.752	0.38	0.657	0.0	1.0
1975	Raat Ke Saudagar	1947	2118	2002-09-27	2002	2000	Disaster	1	0.55	0.1	0.155	1.788	0.325	0.504	0.0	1.0
1976	Sankat City	1092	2121	2009-07-10	2009	2005	Disaster	1	3.25	0.48	0.825	7.312	1.08	1.856	0.0	1.0
1977	Allah Ke Banday	967	2122	2010-11-26	2010	2010	Disaster	1	9.0	0.7	0.7290000000000001	17.55	1.365	1.422	0.0	1.0
1978	Real Life Of Supermodel	1540	2124	2013-09-27	2013	2010	Disaster	1	5.0	0.545	0.585	7.55	0.823	0.883	0.0	1.0
1979	Hanuman Da Damdaar	3543	2125	2017-06-02	2017	2015	Disaster	1	25.5	0.993	1.135	30.6	1.192	1.362	0.0	1.0
1980	Bhopal - A Prayer For Rain	2469	2126	2014-12-05	2014	2010	Disaster	1	15.0	0.97	1.163	20.7	1.339	1.605	0.0	1.0
1981	Photograph	5621	2127	2019-03-15	2019	2015	Disaster	1	38.0	1.3	1.307	41.8	1.43	1.438	0.0	1.0
1982	Miss Tanakpur Haazir Ho	2886	2128	2015-06-26	2015	2015	Disaster	1	6.0	1.115	1.14	7.8	1.45	1.482	0.0	1.0
1983	Tere Liye	763	2129	2001-12-14	2001	2000	Disaster	1	1.25	0.125	0.198	4.262	0.426	0.675	0.0	1.0
1984	Radio	1103	2131	2009-12-03	2009	2005	Disaster	1	9.0	0.695	0.7070000000000001	20.25	1.564	1.591	0.0	1.0
1985	Fever	3353	2134	2016-08-05	2016	2015	Disaster	1	30.0	1.08	1.097	36.9	1.328	1.349	0.0	1.0
1986	Rahasya	2602	2135	2015-01-30	2015	2015	Disaster	1	6.0	0.7	1.113	7.8	0.91	1.447	0.0	1.0
1987	Daas Dev	3754	2136	2018-04-27	2018	2015	Disaster	1	30.5	1.14	1.198	35.075	1.311	1.378	0.0	1.0
1988	Rajjo	1764	2137	2013-11-15	2013	2010	Disaster	1	11.0	0.83	0.873	16.61	1.253	1.318	0.0	1.0
1989	Game	1419	2138	2007-01-05	2007	2005	Disaster	1	1.5	0.295	0.40299999999999997	3.9	0.767	1.048	0.0	1.0
1990	Bhookha Sher	707	2139	2001-08-31	2001	2000	Disaster	1	0.55	0.07	0.13	1.876	0.239	0.443	0.0	1.0
1991	Mudda - The Issue	589	2140	2003-12-12	2003	2000	Disaster	1	1.75	0.18	0.35	5.512	0.567	1.102	0.0	1.0
1992	Krishna Aur Kans	1162	2142	2012-08-03	2012	2010	Disaster	1	12.0	0.65	0.985	20.16	1.092	1.655	0.0	1.0
1993	Miley Naa Miley Hum	853	2143	2011-11-04	2011	2010	Disaster	1	13.0	0.695	0.706	23.14	1.237	1.257	0.0	1.0
1994	Zokkomon	796	2148	2011-04-22	2011	2010	Disaster	1	10.0	0.75	0.835	17.8	1.335	1.486	0.0	1.0
1995	Chhota Sa Ghar	2805	2149	1996-04-26	1996	1995	Disaster	1	0.4	0.063	0.115	1.92	0.302	0.552	0.0	1.0
1996	Anaarkali Of Aaraah	3495	2150	2017-03-24	2017	2015	Disaster	1	5.75	0.97	1.078	6.9	1.164	1.294	0.0	1.0
1997	Unlimited Nasha	1688	2152	2005-07-29	2005	2005	Disaster	1	0.8	0.15	0.25	2.336	0.438	0.73	0.0	1.0
1998	The Film Emotional Atyachar	944	2153	2010-09-03	2010	2010	Disaster	1	6.0	0.775	0.8079999999999999	11.7	1.511	1.576	0.0	1.0
1999	Dil Juunglee	3732	2154	2018-03-09	2018	2015	Disaster	1	1.0	1.14	1.158	1.15	1.311	1.332	0.0	2.0
2000	Rafta Rafta - The Speed	1602	2157	2006-02-17	2006	2005	Disaster	1	3.0	0.165	0.28300000000000003	8.31	0.457	0.784	0.0	1.0
2001	The Legend Of Michael Mishra	3351	2161	2016-08-05	2016	2015	Disaster	1	30.0	0.885	0.894	36.9	1.089	1.1	0.0	1.0
2002	Running Shaadi	3470	2162	2017-02-17	2017	2015	Disaster	1	8.5	0.95	0.968	10.2	1.14	1.162	0.0	1.0
2003	The Murderer	873	2165	2011-08-31	2011	2010	Disaster	1	4.0	0.1	0.415	7.12	0.178	0.739	0.0	1.0
2004	Raat Gayi Baat Gayi	881	2166	2010-01-01	2010	2010	Disaster	1	6.0	0.675	0.688	11.7	1.316	1.342	0.0	1.0
2005	I Am Kalam	817	2168	2011-08-05	2011	2010	Disaster	1	2.0	0.91	1.053	3.56	1.62	1.874	0.0	1.0
2006	Husn - Love & Betrayal	1559	2171	2006-07-14	2006	2005	Disaster	1	1.75	0.15	0.255	4.848	0.416	0.706	0.0	1.0
2007	Koi Mere Dil Mein Hai	1703	2172	2005-06-03	2005	2005	Disaster	1	3.5	0.243	0.32299999999999995	10.22	0.71	0.943	0.0	1.0
2008	31st October	3420	2174	2016-10-21	2016	2015	Disaster	1	30.0	0.985	0.998	36.9	1.212	1.228	0.0	1.0
2009	Aatank Raj	2188	2176	2000-02-04	2000	2000	Disaster	1	0.25	0.068	0.10300000000000001	0.882	0.24	0.364	0.0	1.0
2010	A Death In The Gunj	3540	2178	2017-06-02	2017	2015	Disaster	1	25.5	0.52	1.008	30.6	0.624	1.21	0.0	1.0
2011	Masti Express	779	2180	2011-02-18	2011	2010	Disaster	1	2.25	0.25	0.585	4.005	0.445	1.041	0.0	1.0
2012	Sahi Dhandhe Galat Bande	824	2181	2011-08-19	2011	2010	Disaster	1	7.5	0.655	0.708	13.35	1.166	1.26	0.0	1.0
2013	Barkhaa	2813	2182	2015-03-27	2015	2015	Disaster	1	23.0	0.955	1.003	29.9	1.242	1.304	0.0	1.0
2014	Shadow	1096	2184	2009-08-21	2009	2005	Disaster	1	3.0	0.425	0.47	6.75	0.956	1.057	0.0	1.0
2015	Damadamm!	851	2185	2011-10-27	2011	2010	Disaster	1	5.0	0.593	0.653	8.9	1.056	1.162	0.0	1.0
2016	Badlapur Boys	2477	2186	2014-12-12	2014	2010	Disaster	1	7.0	0.775	0.809	9.66	1.07	1.116	0.0	1.0
2017	Sadiyaan	120	2188	2010-04-02	2010	2010	Disaster	1	18.0	0.495	0.515	35.1	0.965	1.004	0.0	1.0
2018	Bas Ek Pal	361	2189	2006-09-15	2006	2005	Disaster	1	4.75	0.465	0.613	13.158	1.288	1.698	0.0	1.0
2019	3 Deewarein	1195	2192	2003-08-01	2003	2000	Disaster	1	2.0	0.155	0.395	6.3	0.488	1.244	0.0	1.0
2020	Thoda Tum Badlo Thoda Hum	1828	2195	2004-07-02	2004	2000	Disaster	1	2.0	0.305	0.40299999999999997	6.06	0.924	1.221	0.0	1.0
2021	Shorgul	3315	2198	2016-07-01	2016	2015	Disaster	1	30.0	0.845	0.865	36.9	1.039	1.064	0.0	1.0
2022	Beti No.1	732	2199	2000-11-10	2000	2000	Disaster	1	3.5	0.07	0.11	12.355	0.247	0.388	0.0	1.0
2023	Men Not Allowed	1571	2203	2006-06-02	2006	2005	Disaster	1	0.85	0.15	0.235	2.354	0.416	0.651	0.0	1.0
2024	Santa Banta Pvt. Ltd.	3266	2204	2016-04-22	2016	2015	Disaster	1	9.5	0.89	0.904	11.685	1.095	1.112	0.0	1.0
2025	Ishq Junoon - The Heat Is On	3426	2205	2016-11-11	2016	2015	Disaster	1	30.0	0.47	0.675	36.9	0.578	0.83	0.0	1.0
2026	Krantiveer - The Revolution	935	2207	2010-06-25	2010	2010	Disaster	1	8.0	0.49	0.518	15.6	0.956	1.01	0.0	1.0
2027	Titoo MBA	2409	2208	2014-11-21	2014	2010	Disaster	1	2.5	0.10099999999999999	0.107	3.45	0.139	0.148	0.0	1.0
2028	Ramayana The Epic	980	2213	2010-10-15	2010	2010	Disaster	1	7.0	0.645	0.713	13.65	1.258	1.39	0.0	1.0
2029	Hum Deewane Pyar Ke	2085	2214	2001-02-16	2001	2000	Disaster	1	0.6	0.065	0.11	2.046	0.222	0.375	0.0	1.0
2030	Gudgudee	2694	2215	1997-04-04	1997	1995	Disaster	1	0.5	0.095	0.128	2.175	0.413	0.557	0.0	1.0
2031	Hazaaron Khwaishein Aisi	535	2219	2005-04-15	2005	2005	Disaster	1	2.75	0.24	0.473	8.03	0.701	1.381	0.0	1.0
2032	Vodka Diaries	3702	2221	2018-01-19	2018	2015	Disaster	1	30.5	0.97	0.9840000000000001	35.075	1.116	1.132	0.0	1.0
2033	Love At Times Square	569	2222	2003-02-14	2003	2000	Disaster	1	2.5	0.14	0.17300000000000001	7.875	0.441	0.545	0.0	1.0
2034	Sikandar	1107	2224	2009-08-21	2009	2005	Disaster	1	5.0	0.535	0.588	11.25	1.204	1.323	0.0	1.0
2035	Laali Ki Shaadi Mein Laaddoo Deewana	3499	2227	2017-04-07	2017	2015	Disaster	1	25.5	0.855	0.895	30.6	1.026	1.074	0.0	1.0
2036	6 - 5 = 2	2399	2232	2014-11-14	2014	2010	Disaster	1	15.0	0.79	0.83	20.7	1.09	1.145	0.0	1.0
2037	Videsh	164	2233	2009-03-27	2009	2005	Disaster	1	10.0	0.56	0.638	22.5	1.26	1.436	0.0	1.0
2038	Meri Aashiqui	1671	2236	2005-09-23	2005	2005	Disaster	1	0.6	0.11	0.19	1.752	0.321	0.555	0.0	1.0
2039	Detective Naani	1072	2242	2009-05-22	2009	2005	Disaster	1	2.5	0.298	0.613	5.625	0.67	1.379	0.0	1.0
2040	The Stoneman Murders	999	2243	2009-02-13	2009	2005	Disaster	1	4.75	0.57	0.596	10.688	1.282	1.341	0.0	1.0
2041	Raag Desh	3571	2244	2017-07-28	2017	2015	Disaster	1	0.95	0.87	0.9079999999999999	1.14	1.044	1.09	0.0	1.0
2042	Master	704	2246	2001-06-08	2001	2000	Disaster	1	1.0	0.08	0.115	3.41	0.273	0.392	0.0	1.0
2043	Nirdosh	3701	2247	2018-01-19	2018	2015	Disaster	1	30.5	0.74	0.775	35.075	0.851	0.891	0.0	1.0
2044	Mumbai Salsa	1504	2248	2007-10-26	2007	2005	Disaster	1	0.35	0.38	0.57	0.91	0.988	1.482	1.0	2.0
2045	Barood - The Fire A Love Story	983	2249	2010-11-12	2010	2010	Disaster	1	4.0	0.015	0.28	7.8	0.029	0.546	0.0	1.0
2046	Chakradhaar	1057	2250	2012-06-15	2012	2010	Disaster	1	4.5	0.41	0.456	7.56	0.689	0.766	0.0	1.0
2047	Irada	3469	2251	2017-02-17	2017	2015	Disaster	1	7.5	0.795	0.809	9.0	0.954	0.971	0.0	1.0
2048	Nanhe Jaisalmer	256	2252	2007-09-14	2007	2005	Disaster	1	5.5	0.39	0.423	14.3	1.014	1.1	0.0	1.0
2049	Hot Money	1569	2255	2006-06-16	2006	2005	Disaster	1	0.8	0.105	0.205	2.216	0.291	0.568	0.0	1.0
2050	Tapish	986	2258	2000-09-01	2000	2000	Disaster	1	0.45	0.06	0.12	1.588	0.212	0.424	0.0	1.0
2051	Sonali Cable	2330	2260	2014-10-17	2014	2010	Disaster	1	7.75	0.805	0.8220000000000001	10.695	1.111	1.134	0.0	1.0
2052	Sar Ankhon Par	2366	2261	1999-10-15	1999	1995	Disaster	1	1.0	0.075	0.1	3.55	0.266	0.355	0.0	1.0
2053	Nishaan - The Mark	1578	2262	2005-05-27	2005	2005	Disaster	1	1.25	0.135	0.18	3.65	0.394	0.526	0.0	1.0
2054	Neighbours	2204	2263	2014-03-14	2014	2010	Disaster	1	1.75	0.39799999999999996	0.435	2.415	0.549	0.6	0.0	1.0
2055	Hanuman Vs Mahiravana	3788	2265	2018-07-06	2018	2015	Disaster	1	30.5	0.88	0.888	35.075	1.012	1.021	0.0	1.0
2056	Barah Aana	1005	2266	2009-03-20	2009	2005	Disaster	1	4.5	0.5329999999999999	0.625	10.125	1.199	1.406	0.0	1.0
2057	Ankhon Dekhi	2208	2269	2014-03-21	2014	2010	Disaster	1	4.75	0.575	0.813	6.555	0.793	1.122	0.0	1.0
2058	Everybody Says I'm Fine	1996	2270	2002-07-26	2002	2000	Disaster	1	1.0	0.16	0.395	3.25	0.52	1.284	0.0	1.0
2059	A Scandall	3307	2272	2016-06-24	2016	2015	Disaster	1	30.0	0.365	0.505	36.9	0.449	0.621	0.0	1.0
2060	Ranchi Diaries	3626	2274	2017-10-13	2017	2015	Disaster	1	4.25	0.85	0.86	5.1	1.02	1.032	0.0	1.0
2061	Biwi Aur Padosan	2050	2275	2001-06-01	2001	2000	Disaster	1	0.45	0.085	0.105	1.535	0.29	0.358	0.0	1.0
2062	Guru Mahaguru	1242	2281	2002-12-13	2002	2000	Disaster	1	2.5	0.1	0.13	8.125	0.325	0.422	0.0	1.0
2063	Shola Aur Barood	2071	2282	2001-04-13	2001	2000	Disaster	1	0.25	0.043	0.085	0.852	0.147	0.29	0.0	1.0
2064	Mumbai Godfather	1672	2288	2005-09-23	2005	2005	Disaster	1	1.0	0.11	0.153	2.92	0.321	0.447	0.0	1.0
2065	Summer 2007	201	2289	2008-06-13	2008	2005	Disaster	1	4.5	0.39799999999999996	0.46	11.07	0.979	1.132	0.0	1.0
2066	The Adventure Of Haunted House	1118	2290	2012-06-22	2012	2010	Disaster	1	0.5	0.09	0.255	0.84	0.151	0.428	0.0	1.0
2067	Badmashiyaan - Fun Never Ends	2720	2293	2015-03-06	2015	2015	Disaster	1	23.0	0.75	0.7879999999999999	29.9	0.975	1.024	0.0	1.0
2068	Retake	1611	2294	2006-01-06	2006	2005	Disaster	1	0.5	0.09	0.17300000000000001	1.385	0.249	0.479	0.0	1.0
2069	I Don't Luv U	1272	2296	2013-05-17	2013	2010	Disaster	1	2.0	0.435	0.515	3.02	0.657	0.778	0.0	1.0
2070	Chand Ke Paar Chalo	1586	2297	2006-03-31	2006	2005	Disaster	1	2.75	0.15	0.205	7.618	0.416	0.568	0.0	1.0
2071	Ek Se Mera Kya Hoga	1566	2299	2006-06-16	2006	2005	Disaster	1	0.65	0.08800000000000001	0.163	1.8	0.244	0.452	0.0	1.0
2072	Strangers	261	2300	2007-12-14	2007	2005	Disaster	1	3.75	0.43	0.441	9.75	1.118	1.147	0.0	1.0
2073	The President Is Coming	221	2301	2009-01-09	2009	2005	Disaster	1	2.5	0.44	0.5579999999999999	5.625	0.99	1.255	0.0	1.0
2074	The Mistress Of Spices	304	2302	2006-04-28	2006	2005	Disaster	1	9.0	0.39	0.46	24.93	1.08	1.274	0.0	1.0
2075	Phir Tauba Tauba	1312	2303	2008-01-04	2008	2005	Disaster	1	2.0	0.18	0.215	4.92	0.443	0.529	0.0	1.0
2076	Bal Ganesh	1510	2305	2007-10-26	2007	2005	Disaster	1	3.75	0.298	0.498	9.75	0.775	1.295	0.0	1.0
2077	Mazaa Mazaa...	1691	2306	2005-07-15	2005	2005	Disaster	1	1.0	0.095	0.165	2.92	0.277	0.482	0.0	1.0
2078	Siskiyaan	1663	2307	2005-09-30	2005	2005	Disaster	1	2.25	0.305	0.37799999999999995	6.57	0.891	1.104	0.0	1.0
2079	Soundtrack	842	2315	2011-10-07	2011	2010	Disaster	1	5.5	0.583	0.622	9.79	1.038	1.107	0.0	1.0
2080	Raja Bhai Lagey Raho	1645	2317	2005-10-28	2005	2005	Disaster	1	0.5	0.085	0.14800000000000002	1.46	0.248	0.432	0.0	1.0
2081	Charlie Kay Chakkar Mein	3121	2318	2015-11-06	2015	2015	Disaster	1	6.0	0.718	0.745	7.8	0.933	0.968	0.0	1.0
2082	Kushti	977	2319	2010-05-14	2010	2010	Disaster	1	6.0	0.355	0.39299999999999996	11.7	0.692	0.766	0.0	1.0
2083	Mission Mumbai	1870	2323	2004-03-05	2004	2000	Disaster	1	0.65	0.125	0.155	1.97	0.379	0.47	0.0	1.0
2084	Hum Hain Premi	2755	2324	1996-09-27	1996	1995	Disaster	1	0.65	0.038	0.065	3.12	0.182	0.312	0.0	1.0
2085	Jeena Hai Toh Thok Daal	1062	2326	2012-09-14	2012	2010	Disaster	1	4.0	0.435	0.488	6.72	0.731	0.82	0.0	1.0
2086	Hide & Seek	905	2327	2010-03-12	2010	2010	Disaster	1	4.0	0.455	0.46399999999999997	7.8	0.887	0.905	0.0	1.0
2087	Www.Sheetal Bhabhi.com	870	2330	2011-05-27	2011	2010	Disaster	1	1.25	0.28	0.318	2.225	0.498	0.566	0.0	1.0
2088	Mirza Juuliet	3502	2331	2017-04-07	2017	2015	Disaster	1	25.5	0.65	0.685	30.6	0.78	0.822	0.0	1.0
2089	Daal Mein Kuch Kaala Hai!	1136	2332	2012-06-29	2012	2010	Disaster	1	4.0	0.265	0.373	6.72	0.445	0.627	0.0	1.0
2090	Sun Zarra.....	1600	2334	2006-02-24	2006	2005	Disaster	1	2.25	0.145	0.175	6.232	0.402	0.485	0.0	1.0
2091	Nanak Shah Fakir	2848	2335	2015-04-17	2015	2015	Disaster	1	23.0	0.725	0.742	29.9	0.942	0.965	0.0	1.0
2092	What The Fish	1935	2336	2013-12-13	2013	2010	Disaster	1	4.5	0.685	0.72	6.795	1.034	1.087	0.0	1.0
2093	Meeruthiya Gangsters	3029	2341	2015-09-18	2015	2015	Disaster	1	23.0	0.565	0.588	29.9	0.734	0.764	0.0	1.0
2094	Missing	3745	2342	2018-04-06	2018	2015	Disaster	1	30.5	0.76	0.768	35.075	0.874	0.883	0.0	1.0
2095	Runway	1089	2344	2009-06-26	2009	2005	Disaster	1	3.25	0.263	0.31	7.312	0.592	0.698	0.0	1.0
2096	Koi Hai...	1901	2345	2003-06-06	2003	2000	Disaster	1	0.45	0.09	0.155	1.418	0.284	0.488	0.0	1.0
2097	Yeh Mera India	1108	2346	2009-08-28	2009	2005	Disaster	1	3.5	0.405	0.41600000000000004	7.875	0.911	0.936	0.0	1.0
2098	Meri Mohabbat Mera Naseeba	2906	2348	1995-12-08	1995	1995	Disaster	1	0.55	0.027000000000000003	0.045	2.898	0.142	0.237	0.0	1.0
2099	Ankur Arora Murder Case	1283	2349	2013-06-14	2013	2010	Disaster	1	7.5	0.54	0.588	11.325	0.815	0.888	0.0	1.0
2100	Hum Dum	1744	2350	2005-02-11	2005	2005	Disaster	1	1.0	0.24	0.415	2.92	0.701	1.212	0.0	1.0
2101	Shakal Pe Mat Ja	854	2351	2011-11-18	2011	2010	Disaster	1	4.0	0.495	0.504	7.12	0.881	0.897	0.0	1.0
2102	Kasak	1666	2352	2005-09-30	2005	2005	Disaster	1	1.5	0.3	0.35	4.38	0.876	1.022	0.0	1.0
