film	id	rank	release_date	verdict	budget	first_week	tot_net_gross
Dial 100	2026	2271	5-Oct-01	Disaster	2500000	NaN	925000
A Scandall	3307	2272	24-Jun-16	Disaster	NaN	3650000	5050000
Daak Bangla	2167	2273	19-May-00	Disaster	2500000	NaN	850000
Ranchi Diaries	3626	2274	13-Oct-17	Disaster	42500000	8500000	8595000
Biwi Aur Padosan	2050	2275	1-Jun-01	Disaster	4500000	850000	1050000
Garma Garam	1715	2276	15-Apr-05	Disaster	4000000	NaN	1400000
Reshma Aur Sultan	1939	2277	15-Nov-02	Disaster	4000000	NaN	1025000
Sardari Begum	2682	2278	23-May-97	Disaster	7000000	NaN	900000
Shaitan Tantrik	2368	2279	15-Oct-99	Disaster	2000000	NaN	800000
Gumnaam	1676	2280	9-Sep-05	Disaster	3000000	NaN	1400000
Guru Mahaguru	1242	2281	13-Dec-02	Disaster	25000000	1000000	1300000
Shola Aur Barood	2071	2282	13-Apr-01	Disaster	2500000	425000	850000
Anyay Hi Anyay	2413	2283	18-Jun-99	Disaster	2500000	NaN	900000
Zimbo	2414	2284	11-Jun-99	Disaster	2000000	NaN	800000
Daku Rani	2075	2285	23-Mar-01	Disaster	2000000	NaN	825000
Old Ghost House	3335	2286	22-Jul-16	Disaster	NaN	NaN	3500000
Free Entry	1588	2287	24-Mar-06	Disaster	2500000	NaN	1450000
Mumbai Godfather	1672	2288	23-Sep-05	Disaster	10000000	1100000	1525000
Summer 2007	201	2289	13-Jun-08	Disaster	45000000	3975000	4600000
The Adventure Of Haunted House	1118	2290	22-Jun-12	Disaster	5000000	900000	2550000
Shamshaan Ghat	1857	2291	26-Mar-04	Disaster	2000000	NaN	1175000
Jazbaat	3096	2292	8-Jul-94	Disaster	NaN	NaN	400000
Badmashiyaan - Fun Never Ends	2720	2293	6-Mar-15	Disaster	NaN	7500000	7875000
Retake	1611	2294	6-Jan-06	Disaster	5000000	900000	1725000
Kunwari Chudail	1994	2295	11-Jan-02	Disaster	1500000	NaN	650000
I Don't Luv U	1272	2296	17-May-13	Disaster	20000000	4350000	5150000
Chand Ke Paar Chalo	1586	2297	31-Mar-06	Disaster	27500000	1500000	2050000
Gabbar Singh	1458	2298	6-Apr-07	Disaster	3000000	NaN	1500000
Ek Se Mera Kya Hoga	1566	2299	16-Jun-06	Disaster	6500000	875000	1625000
Strangers	261	2300	14-Dec-07	Disaster	37500000	4300000	4405000
The President Is Coming	221	2301	9-Jan-09	Disaster	25000000	4400000	5575000
The Mistress Of Spices	304	2302	28-Apr-06	Disaster	90000000	3900000	4600000
Phir Tauba Tauba	1312	2303	4-Jan-08	Disaster	20000000	1800000	2150000
Saaya Kaali Raat Mein	2033	2304	3-Aug-01	Disaster	2000000	NaN	850000
Bal Ganesh	1510	2305	26-Oct-07	Disaster	37500000	2975000	4975000
Mazaa Mazaa...	1691	2306	15-Jul-05	Disaster	10000000	950000	1650000
Siskiyaan	1663	2307	30-Sep-05	Disaster	22500000	3050000	3775000
Police Lock Up	2929	2308	29-Sep-95	Disaster	1750000	NaN	500000
Return Of Gadar Ek Desh Premi	1972	2309	3-May-02	Disaster	1500000	NaN	900000
Bad Friend	1643	2310	4-Nov-05	Disaster	4000000	NaN	1500000
Raat Rani	2160	2311	7-Jul-00	Disaster	2000000	NaN	800000
Dhoondte Reh Jaaoge...	2516	2312	9-Oct-98	Disaster	8000000	NaN	900000
Allah Meharban To Gadha Pahelwan	2675	2313	27-Jun-97	Disaster	3000000	NaN	1275000
Prem Ras	2044	2314	17-Aug-01	Disaster	1500000	NaN	850000
Soundtrack	842	2315	7-Oct-11	Disaster	55000000	5825000	6215000
Uff Mirchi	1827	2316	2-Jul-04	Disaster	3500000	NaN	1300000
Raja Bhai Lagey Raho	1645	2317	28-Oct-05	Disaster	5000000	850000	1475000
Charlie Kay Chakkar Mein	3121	2318	6-Nov-15	Disaster	60000000	7175000	7445000
Kushti	977	2319	14-May-10	Disaster	60000000	3550000	3930000
Khooni Bistar	1991	2320	18-Jan-02	Disaster	2000000	NaN	875000
Khoonkhar Darinde	2353	2321	22-Oct-99	Disaster	2000000	NaN	750000
Khoon No. 1	2165	2322	26-May-00	Disaster	1500000	NaN	750000
Mission Mumbai	1870	2323	5-Mar-04	Disaster	6500000	1250000	1550000
Hum Hain Premi	2755	2324	27-Sep-96	Disaster	6500000	375000	650000
Anchhuyee	1883	2325	2-May-03	Disaster	2000000	NaN	1000000
Jeena Hai Toh Thok Daal	1062	2326	14-Sep-12	Disaster	40000000	4350000	4875000
Hide & Seek	905	2327	12-Mar-10	Disaster	40000000	4550000	4635000
Bhookh - The Hunger Of Body	1606	2328	10-Feb-06	Disaster	2500000	NaN	1450000
The Unfaithful Hawas	1850	2329	26-Mar-04	Disaster	2500000	NaN	1200000
Www.Sheetal Bhabhi.com	870	2330	27-May-11	Disaster	12500000	2800000	3175000
Mirza Juuliet	3502	2331	7-Apr-17	Disaster	NaN	6500000	6850000
Daal Mein Kuch Kaala Hai!	1136	2332	29-Jun-12	Disaster	40000000	2650000	3725000
Haseena Dacait	2086	2333	2-Feb-01	Disaster	2000000	NaN	750000
Sun Zarra.....	1600	2334	24-Feb-06	Disaster	22500000	1450000	1750000
Nanak Shah Fakir	2848	2335	17-Apr-15	Disaster	NaN	7250000	7420000
What The Fish	1935	2336	13-Dec-13	Disaster	45000000	6850000	7200000
Rajkumari	1916	2337	17-Jan-03	Disaster	2000000	NaN	975000
Haveli Ke Peeche	2367	2338	15-Oct-99	Disaster	2000000	NaN	700000
Kabrastan	2153	2339	21-Jul-00	Disaster	1500000	NaN	725000
Pyasi Bhootani	1862	2340	16-Jan-04	Disaster	1500000	NaN	1050000
Meeruthiya Gangsters	3029	2341	18-Sep-15	Disaster	NaN	5650000	5875000
Missing	3745	2342	6-Apr-18	Disaster	NaN	7600000	7675000
Be Parda	1583	2343	31-Mar-06	Disaster	6000000	NaN	1500000
Runway	1089	2344	26-Jun-09	Disaster	32500000	2625000	3100000
Koi Hai...	1901	2345	6-Jun-03	Disaster	4500000	900000	1550000
Yeh Mera India	1108	2346	28-Aug-09	Disaster	35000000	4050000	4155000
Doodhwali	1491	2347	13-Jul-07	Disaster	1250000	NaN	1400000
Meri Mohabbat Mera Naseeba	2906	2348	8-Dec-95	Disaster	5500000	270000	450000
Ankur Arora Murder Case	1283	2349	14-Jun-13	Disaster	75000000	5400000	5875000
Hum Dum	1744	2350	11-Feb-05	Disaster	10000000	2400000	4150000
Shakal Pe Mat Ja	854	2351	18-Nov-11	Disaster	40000000	4950000	5040000
Kasak	1666	2352	30-Sep-05	Disaster	15000000	3000000	3500000
Gauri The Unborn	1512	2353	30-Nov-07	Disaster	27500000	3650000	3950000
1 13 7 - Ek Tera Saath	3421	2354	21-Oct-16	Disaster	NaN	6050000	6385000
Hatya Chakra	3011	2355	3-Mar-95	Disaster	1500000	NaN	425000
Deewana Main Deewana	1233	2356	1-Feb-13	Disaster	50000000	2450000	3250000
Tum Karo Vaada	3328	2357	3-Dec-93	Disaster	2500000	NaN	325000
Vaade Iraade	3053	2358	2-Dec-94	Disaster	3500000	NaN	575000
Miss India - The Mystery	1889	2359	19-Sep-03	Disaster	4000000	950000	1300000
Jia Aur Jia	3634	2360	27-Oct-17	Disaster	NaN	7150000	7210000
Kaashi	5527	2361	26-Oct-18	Disaster	NaN	7125000	7350000
Maut Ki Haveli	2020	2362	9-Nov-01	Disaster	1500000	NaN	775000
Kya Dilli Kya Lahore	2237	2363	2-May-14	Disaster	55000000	6300000	6605000
Jungle Ki Nagin	1880	2364	13-Jun-03	Disaster	3000000	NaN	950000
Gumnaam Qatil	2039	2365	13-Jul-01	Disaster	1500000	NaN	750000
Saare Jahaan Se Mehnga	680	2366	8-Mar-13	Disaster	50000000	5750000	6100000
1971	355	2367	9-Mar-07	Disaster	55000000	2950000	3260000
Cigarette Ki Tarah	1204	2368	14-Dec-12	Disaster	60000000	3075000	3425000
Pardesi Re	1243	2369	22-Nov-02	Disaster	8000000	900000	1150000
Parveen Bobby	1490	2370	13-Jul-07	Disaster	7000000	NaN	1500000
Gumnaam Hai Koi	2062	2371	4-May-01	Disaster	2000000	NaN	725000
Police Ke Ghere Mein	2814	2372	29-Mar-96	Disaster	3500000	NaN	500000
Ghar Ka Kanoon	2909	2373	10-Nov-95	Disaster	2000000	NaN	425000
Yeh Hai Basti Badmashon Ki	1927	2374	27-Dec-02	Disaster	2500000	NaN	850000
Chase	926	2375	30-Apr-10	Disaster	4250000	3575000	3655000
Tere Mere Phere	839	2376	30-Sep-11	Disaster	47500000	4925000	5070000
Monsoon Shootout	3683	2377	15-Dec-17	Disaster	120000000	7000000	7100000
Snif!!!	3585	2378	25-Aug-17	Disaster	NaN	6350000	6955000
Manorama Six Feet Under	254	2379	21-Sep-07	Disaster	32500000	3600000	4200000
Darinda	1632	2380	9-Dec-05	Disaster	2000000	NaN	1200000
Alag	277	2381	16-Jun-06	Disaster	80000000	3500000	3950000
Hum Hai Raahi Car Ke	1278	2382	24-May-13	Disaster	50000000	5750000	6035000
Ab Tumhari Bari	1678	2383	2-Sep-05	Disaster	2000000	675000	1200000
Shabnam Mousi	1705	2384	20-May-05	Disaster	15000000	1350000	1600000
Dongri Ka Raja	3427	2385	11-Nov-16	Disaster	NaN	4275000	5125000
Ek Namard	1840	2386	7-May-04	Disaster	1500000	NaN	1000000
Aurat Aur Intequam	2498	2387	27-Nov-98	Disaster	1000000	NaN	550000
Rukh	3633	2388	27-Oct-17	Disaster	NaN	6725000	6800000
Murdaa Ghar	2396	2389	16-Jul-99	Disaster	1500000	NaN	650000
Rakhtbeej	1052	2390	25-May-12	Disaster	50000000	4200000	4775000
Bhram	218	2391	5-Apr-08	Disaster	60000000	3750000	3850000
Maut Ki Raat	2185	2392	18-Feb-00	Disaster	1750000	NaN	650000
Madam No. 1	1984	2393	22-Feb-02	Disaster	1500000	NaN	750000
Happy Husbands	784	2394	25-Mar-11	Disaster	30000000	3550000	3875000
Laash - The Deadly Revenge	1389	2395	4-Mar-11	Disaster	1500000	NaN	1500000
Ang Se Ang Laga Lay	1941	2396	1-Nov-02	Disaster	3000000	NaN	825000
Raaton Ki Rani	1853	2397	19-Mar-04	Disaster	1500000	NaN	925000
Aag Ke Sholay	2035	2398	3-Aug-01	Disaster	1500000	NaN	700000
Tahkhana	2049	2399	1-Jun-01	Disaster	1500000	NaN	700000
2-Oct	1891	2400	5-Sep-03	Disaster	4500000	950000	1225000
Aadamkhor Daayan	2065	2401	27-Apr-01	Disaster	1500000	NaN	1000000
United Six	774	2402	4-Feb-11	Disaster	50000000	2500000	2875000
Qatil Haseeno Ka	2082	2403	2-Mar-01	Disaster	2500000	NaN	675000
Bada Din	2606	2404	23-Jan-98	Disaster	7000000	NaN	1100000
Sparsh - The Touch	1874	2405	14-Nov-03	Disaster	10000000	1000000	1550000
Saali Gharwali Aur Baharwali	2037	2406	27-Jul-01	Disaster	1000000	NaN	675000
Setters	5652	2407	3-May-19	Disaster	110000000	6700000	7100000
Chadhti Jawaani	1803	2408	24-Sep-04	Disaster	2000000	NaN	975000
Ek Din 24 Ghante	574	2409	7-Nov-03	Disaster	20000000	2250000	2625000
Maut Ke Peeche Maut	1863	2410	30-Jan-04	Disaster	2000000	NaN	925000
Saamri	2147	2411	28-Jul-00	Disaster	2000000	NaN	625000
Bhoot Ka Darr	2432	2412	2-Apr-99	Disaster	1500000	NaN	600000
"Oh, My God!!"	1370	2413	5-Dec-08	Disaster	35000000	3775000	4125000
Sitam	1639	2414	18-Nov-05	Disaster	12500000	900000	1225000
Sirf....	1324	2415	25-Apr-08	Disaster	30000000	3775000	4000000
Tadapti Jawaani	1605	2416	3-Feb-06	Disaster	2000000	NaN	1125000
Monsoon	2665	2417	20-Feb-15	Disaster	NaN	3725000	4000000
Gupt Gyan	1826	2418	9-Jul-04	Disaster	1500000	NaN	975000
Maa Santoshi Maa	1899	2419	18-Jul-03	Disaster	15000000	950000	1275000
Kaali Pahadi	2123	2420	20-Oct-00	Disaster	1500000	NaN	625000
Bhootni	2172	2421	31-Mar-00	Disaster	2500000	NaN	600000
Dhanno Dhabe Wali	1821	2422	6-Aug-04	Disaster	1500000	NaN	725000
Kachchi Sadak	1548	2423	15-Sep-06	Disaster	17500000	950000	1775000
Fraud Saiyaan	5574	2424	18-Jan-19	Disaster	NaN	6150000	6675000
Aadmi Aur Aurat	2006	2425	30-Nov-01	Disaster	1000000	NaN	650000
Hukumnaama	2933	2426	15-Sep-95	Disaster	2500000	NaN	300000
I Am	962	2427	29-Apr-11	Disaster	17500000	3850000	4900000
Phir Wohi Awaaz	2584	2428	20-Mar-98	Disaster	1500000	NaN	550000
Bloody Isshq	1256	2429	1-Mar-13	Disaster	55000000	2400000	3425000
Showbiz	1513	2430	28-Dec-07	Disaster	42500000	3150000	3625000
Khandala House	1350	2431	29-Feb-08	Disaster	2500000	NaN	1200000
Bipasha - The Black Beauty	1526	2432	10-Nov-06	Disaster	15000000	900000	1375000
7 Hours To Go	3308	2433	24-Jun-16	Disaster	NaN	5400000	5495000
Ek Second... Jo Zindagi Badal De?	933	2434	11-Jun-10	Disaster	27500000	3050000	3155000
Will You Marry Me?	1017	2435	2-Mar-12	Disaster	60000000	5300000	5425000
Himalaya Ke Aanchal Mein	2972	2436	26-May-95	Disaster	1000000	NaN	275000
Dukaan - The Body Shop	1832	2437	21-May-04	Disaster	7500000	1050000	1625000
Ulfet Kee Nayee Manzilein	3089	2438	5-Aug-94	Disaster	2000000	NaN	250000
Bhiga Badan	1572	2439	26-May-06	Disaster	1500000	NaN	1100000
Jack & Dil	5535	2440	2-Nov-18	Disaster	NaN	6150000	6225000
Yehi Hai Zindagi	1761	2441	7-Jan-05	Disaster	10000000	1100000	1500000
Jalwa - Fun In Love	1674	2442	9-Sep-05	Disaster	12500000	850000	1150000
Bahke Kadam	2332	2443	17-Dec-99	Disaster	2000000	NaN	600000
Diary Of A Butterfly	1044	2444	2-Mar-12	Disaster	27500000	2175000	2600000
Lanka	859	2445	9-Dec-11	Disaster	80000000	3950000	4300000
Morning Raga	1777	2446	29-Oct-04	Disaster	15000000	1800000	3050000
Dulhan Banoo Main Teri	2263	2447	24-Dec-99	Disaster	5000000	550000	650000
Maut Ki Dahshat	1844	2448	16-Apr-04	Disaster	1500000	NaN	850000
Bhangra Paa Le	5793	2449	3-Jan-20	Disaster	NaN	NaN	6500000
Zed Plus	2437	2450	28-Nov-14	Disaster	55000000	5575000	5725000
Baaghi Aurat	1928	2451	6-Dec-02	Disaster	2500000	NaN	725000
Morning Walk	1093	2452	10-Jul-09	Disaster	27500000	3650000	4175000
Kachchi Kali	1630	2453	9-Dec-05	Disaster	1500000	NaN	1025000
Lucky Kabootar	2227	2454	18-Apr-14	Disaster	70000000	2875000	3145000
Direct Ishq	3221	2455	19-Feb-16	Disaster	NaN	3725000	3915000
Kelewaali	1349	2456	12-Sep-08	Disaster	1000000	NaN	1200000
Bus Yun Hi	1235	2457	14-Feb-03	Disaster	8500000	1475000	2475000
Ru-Ba-Ru	1354	2458	12-Sep-08	Disaster	55000000	3500000	3605000
Gumnaam - The Mystery	1368	2459	5-Dec-08	Disaster	32500000	2050000	2350000
2 Piece	1670	2460	23-Sep-05	Disaster	1500000	NaN	1025000
Beda Paar Karte Bhagwan Amarnath	1558	2461	28-Jul-06	Disaster	2000000	700000	1750000
Amit Sahni Ki List	2284	2462	18-Jul-14	Disaster	70000000	5575000	5665000
Pappu Can't Dance Saala	862	2463	16-Dec-11	Disaster	85000000	4375000	4475000
Aakheer	1990	2464	25-Jan-02	Disaster	5500000	NaN	775000
Jism Farosh	1695	2465	1-Jul-05	Disaster	2000000	NaN	975000
Children Of War	2245	2466	16-May-14	Disaster	90000000	5300000	5555000
Memsahab	1337	2467	20-Jun-08	Disaster	17500000	1050000	1325050
7 Days	3003	2468	7-Apr-95	Disaster	1500000	NaN	400000
Machhiwali	1402	2469	6-Mar-09	Disaster	1250000	NaN	1200000
Barwali	1404	2470	3-Jul-09	Disaster	1000000	NaN	1200000
The Blue Umbrella	232	2471	10-Aug-07	Disaster	20000000	2900000	3600000
Mukti Bhawan	3505	2472	7-Apr-17	Disaster	NaN	4175000	5400000
Janleva 555	1156	2473	19-Oct-12	Disaster	20000000	1600000	1850000
Bhoot Ke Peechhe Bhoot	1909	2474	14-Mar-03	Disaster	2000000	NaN	725000
Chamunda	2335	2475	3-Dec-99	Disaster	1500000	NaN	550000
Dhandha	1837	2476	23-Apr-04	Disaster	4000000	600000	1000000
Bewafa Qatil	2134	2477	22-Sep-00	Disaster	2000000	NaN	575000
Meri Padosan	1068	2478	17-Apr-09	Disaster	22500000	1450000	2425000
Love Ke Chakkar Mein...	1568	2479	2-Jun-06	Disaster	35000000	2000000	2425000
Mod	875	2480	14-Oct-11	Disaster	55000000	4100000	4650000
Bholi Bhali Ladki	2029	2481	31-Aug-01	Disaster	2000000	NaN	575000
Kaam Granth	2018	2482	9-Nov-01	Disaster	2500000	NaN	625000
Khooni Shikunja	2135	2483	22-Sep-00	Disaster	1500000	NaN	550000
Kuch Karo Na	2061	2484	4-May-01	Disaster	1500000	NaN	600000
Vatsayanana Kamasutra - 2	2276	2485	11-Jul-14	Disaster	10000000	NaN	2100000
Wedding Pullav	3082	2486	16-Oct-15	Disaster	NaN	5075000	5205000
Hum Pyar Tumhi Se Kar Baithe	679	2487	5-Nov-02	Disaster	15000000	550000	800000
Wounded	1446	2488	9-Mar-07	Disaster	12500000	1550000	1875000
Pyaar Zindagi Hai	2027	2489	7-Sep-01	Disaster	5500000	NaN	650000
Maalishwaali	1348	2490	18-Jan-08	Disaster	1500000	NaN	1100000
Rakhail No. 1	2025	2491	12-Oct-01	Disaster	1500000	NaN	575000
Utt Pataang	773	2492	4-Feb-11	Disaster	55000000	3775000	4025000
Five Rifles	2011	2493	16-Nov-01	Disaster	2000000	NaN	900000
Mera Saaya	2048	2494	15-Jun-01	Disaster	3000000	NaN	575000
Khajoor Pe Atka	3769	2495	18-May-18	Disaster	NaN	5375000	5615000
The Dark Secrets Of Tonhi	2193	2496	28-Feb-14	Disaster	3000000	NaN	2200000
Undertrial	1433	2497	9-Feb-07	Disaster	20000000	2500000	3300000
Lou... Ek Ehsaas	1804	2498	17-Sep-04	Disaster	2500000	NaN	850000
Professor Ki Padosan	3139	2499	29-Apr-94	Disaster	3500000	NaN	250000
Kudiyon Ka Hai Zamana	351	2500	5-Jan-07	Disaster	75000000	2100000	2450000
Red Light	1604	2501	10-Feb-06	Disaster	1500000	NaN	950000
Jal	2218	2502	4-Apr-14	Disaster	60000000	4825000	5130000
Sab Kushal Mangal	5795	2503	3-Jan-20	Disaster	NaN	NaN	5900000
Yeh Saali Aashiqui	5780	2504	22-Nov-19	Disaster	NaN	NaN	5900000
Phir Aik Saazish	1031	2505	20-Jan-12	Disaster	9000000	1350000	1650000
Chand Bujh Gaya	1731	2506	11-Mar-05	Disaster	17500000	800000	1200000
Ek Zakhm - The Blast	1574	2507	19-May-06	Disaster	7500000	800000	1250000
Jahan Jaaeyega Humen Paaeyega	1485	2508	6-Jul-07	Disaster	40000000	1200000	1500000
Sunsaan Mahal	1687	2509	29-Jul-05	Disaster	1500000	NaN	800000
Kkamjori - The Weakness	1758	2510	21-Jan-05	Disaster	2500000	NaN	900000
Khoobsoorat Khiladi	1949	2511	20-Sep-02	Disaster	4000000	NaN	950000
Kaun Hai Jo Sapno Mein Aaya	1820	2512	13-Aug-04	Disaster	15000000	1800000	2325000
Kora Badan	1919	2513	24-Jan-03	Disaster	1500000	NaN	650000
Ek Raat Shaitaan Ke Saath	1823	2514	30-Jul-04	Disaster	1500000	NaN	775000
Menka	2045	2515	22-Jun-01	Disaster	1500000	NaN	550000
Dhoop	572	2516	7-Nov-03	Disaster	15000000	1450000	2175000
Aagaah - The Warning	816	2517	5-Aug-11	Disaster	30000000	2525000	2900000
Ek Raaz Mere Dil Mein Hai	1873	2518	19-Dec-03	Disaster	20000000	NaN	725000
Khula Bazaar	1843	2519	16-Apr-04	Disaster	1000000	NaN	750000
Chudail Story	3282	2520	13-May-16	Disaster	NaN	NaN	2500000
Agni Prem	1684	2521	12-Aug-05	Disaster	1500000	NaN	900000
Be Careful	848	2522	21-Oct-11	Disaster	27500000	3000000	3160000
Umar	1593	2523	17-Mar-06	Disaster	35000000	1950000	2275000
Gaja Gamini	757	2524	1-Dec-00	Disaster	25000000	600000	1075000
Husn Aur Talwar	1944	2525	11-Oct-02	Disaster	2000000	NaN	600000
Jagannath	2830	2526	19-Jan-96	Disaster	7000000	NaN	300000
Tahaan	206	2527	6-Sep-08	Disaster	30000000	3250000	3525000
Ishq Actually	1658	2528	25-Oct-13	Disaster	35000000	3525000	3850000
Chehra Maut Ka	2070	2529	13-Apr-01	Disaster	1500000	NaN	500000
Be-Lagaam	2023	2530	19-Oct-01	Disaster	3000000	NaN	625000
Garam Padosan	1529	2531	27-Oct-06	Disaster	1200000	NaN	900000
M3 - Midsummer Midnight Mumbai	2247	2532	16-May-14	Disaster	42500000	2300000	2600000
Raqt	1543	2533	27-Sep-13	Disaster	25000000	1875000	2075000
Garam Honth	1931	2534	29-Nov-02	Disaster	1500000	NaN	600000
Kamakshee - The Fire Of Love	1766	2535	24-Dec-04	Disaster	3000000	NaN	900000
Ricksha Waali	1462	2536	27-Apr-07	Disaster	1500000	NaN	900000
Ek Nari Do Roop	2152	2537	28-Jul-00	Disaster	1500000	NaN	500000
Patli Kamar Lambe Baal	1782	2538	19-Nov-04	Disaster	1500000	NaN	775000
Sadda Adda	1014	2539	13-Jan-12	Disaster	27500000	3075000	3445000
Dil Apna Aur Preet Paraee	3346	2540	5-Nov-93	Disaster	1500000	NaN	175000
Question Mark	1134	2541	17-Feb-12	Disaster	5000000	2575000	3125000
The Japanese Wife	918	2542	9-Apr-10	Disaster	15000000	1650000	3950000
Jai Santoshi Maa	1545	2543	29-Sep-06	Disaster	42500000	1950000	2225000
Balwinder Singh... Famous Ho Gaya	2313	2544	26-Sep-14	Disaster	70000000	4125000	4220000
Aisaa Kyon	1895	2545	8-Aug-03	Disaster	4000000	425000	850000
Laal Joda	2057	2546	11-May-01	Disaster	1500000	NaN	500000
Crime Partner	922	2547	9-Apr-10	Disaster	8500000	NaN	1250000
Maut Ka Badla	1395	2548	5-Aug-11	Disaster	1000000	NaN	1050000
Dhamkee - The Extortion	1728	2549	18-Mar-05	Disaster	9000000	950000	1300000
Ishq Ke Parindey	2856	2550	24-Apr-15	Disaster	32500000	2550000	2950000
Beauty Parlour	1965	2551	7-Jun-02	Disaster	1500000	NaN	550000
Memsaab No 1	1989	2552	8-Feb-02	Disaster	2000000	NaN	825000
Broken Horses	2842	2553	10-Apr-15	Disaster	600000000	4475000	4575000
Deadline - Sirf 24 Ghante	1527	2554	10-Nov-06	Disaster	22500000	2250000	2750000
Khaufnaak Shikanja	1768	2555	17-Dec-04	Disaster	2000000	NaN	750000
Tawayaf	1876	2556	21-Nov-03	Disaster	1500000	NaN	650000
Yatra	1464	2557	4-May-07	Disaster	47500000	2450000	2850000
The Dirty Dancer	1624	2558	27-Sep-13	Disaster	2000000	NaN	1175000
Gori Khol Darwaza	1825	2559	16-Jul-04	Disaster	1500000	NaN	675000
Gandhigiri	3418	2560	21-Oct-16	Disaster	NaN	4025000	4080000
Love Khichdi	1109	2561	28-Aug-09	Disaster	22500000	2600000	2660000
Mobile Phone	1570	2562	9-Jun-06	Disaster	7000000	500000	950000
Purnasatya	2433	2563	2-Apr-99	Disaster	3000000	NaN	700000
Zakhmi Nagin	1789	2564	12-Nov-04	Disaster	2000000	NaN	725000
Chaska - An Addiction	1633	2565	23-Dec-05	Disaster	2000000	NaN	850000
Dhadkanein	1579	2566	5-May-06	Disaster	15000000	700000	1050000
Jigyaasa	1596	2567	10-Mar-06	Disaster	20000000	1500000	1900000
Munnibai B.A. B. Com	1719	2568	8-Apr-05	Disaster	1000000	NaN	750000
Maut Ka Khel	2019	2569	9-Nov-01	Disaster	2500000	NaN	500000
Bhog Ras	1635	2570	13-May-05	Disaster	1500000	NaN	750000
Royal Utsav	1012	2571	10-Apr-09	Disaster	30000000	1000000	1325000
Har Kisse Ke Hisse Kaamyaab	5824	2572	6-Mar-20	Disaster	NaN	NaN	4900000
Bawaal... The Panga	1911	2573	14-Mar-03	Disaster	2000000	NaN	650000
Game Over	3678	2574	8-Dec-17	Disaster	NaN	2375000	3175000
Maruti Mera Dosst	1080	2575	5-Jun-09	Disaster	27500000	2725000	2935000
Jalta Badan	2083	2576	23-Feb-01	Disaster	2000000	NaN	450000
Biwi Anari Saali Khiladi	1959	2577	9-Aug-02	Disaster	1000000	NaN	500000
Billi - The Wild Cat	1696	2578	1-Jul-05	Disaster	1500000	NaN	750000
Ata Pata Laapata	1176	2579	2-Nov-12	Disaster	110000000	2250000	2510000
Sharafat Gayi Tel Lene	2531	2580	16-Jan-15	Disaster	70000000	4175000	4250000
A Flat	961	2581	12-Nov-10	Disaster	55000000	2800000	3100000
Kaamwali	1530	2582	3-Nov-06	Disaster	1250000	NaN	800000
Main Cabraywali	1747	2583	25-Feb-05	Disaster	1500000	NaN	700000
Kaagaz Ke Fools	2857	2584	24-Apr-15	Disaster	40000000	3400000	3500000
Baba	2618	2585	26-Dec-97	Disaster	6500000	NaN	400000
Four Two Ka One	1270	2586	10-May-13	Disaster	60000000	1850000	1950000
Josh-E-Jawaani	2047	2587	15-Jun-01	Disaster	2500000	NaN	475000
Chehra - The Unknown Mask	981	2588	26-Apr-13	Disaster	8000000	1900000	2200000
OK - The Real Story	2852	2589	24-Apr-15	Disaster	NaN	NaN	1300000
I Am Singh	858	2590	2-Dec-11	Disaster	90000000	3125000	3220000
Yea Toh Two Much Ho Gaya	3371	2591	2-Sep-16	Disaster	NaN	2700000	3000000
Stop!	1783	2592	5-Nov-04	Disaster	17500000	1950000	2175000
Jahan Tum Le Chalo	2461	2593	15-Jan-99	Disaster	5000000	550000	675000
Aakhri Inteqam	1979	2594	15-Mar-02	Disaster	4000000	NaN	525000
Ya Rab	2124	2595	7-Feb-14	Disaster	60000000	2325000	2750000
Bow Barracks Forever	1493	2596	27-Jul-07	Disaster	22500000	2350000	2750000
Kal - Yesterday & Tomorrow	1673	2597	16-Sep-05	Disaster	10000000	1900000	2450000
Hahakaar	2779	2598	5-Jul-96	Disaster	3500000	NaN	300000
Chittagong	1151	2599	12-Oct-12	Disaster	50000000	2300000	3525000
Saali Badi Dilwaali	1407	2600	20-Nov-09	Disaster	1000000	NaN	900000
Jaane Hoga Kya	1552	2601	1-Sep-06	Disaster	55000000	1700000	2075000
The Real Dream Girl	1556	2602	21-Jul-06	Disaster	2000000	NaN	775000
Intquam Ke Sholay	2930	2603	29-Sep-95	Disaster	1500000	NaN	275000
MMS Kaand	2473	2604	12-Dec-14	Disaster	NaN	NaN	1100000
Yeh Na Thi Hamari Qismat	2523	2605	11-Sep-98	Disaster	2000000	NaN	300000
Woh Kaun Thi	2017	2606	2-Nov-01	Disaster	2000000	NaN	450000
Love In Jungle	1918	2607	17-Jan-03	Disaster	2000000	NaN	500000
Bombay Crime	1950	2608	23-Aug-02	Disaster	4000000	NaN	525000
London Calling	895	2609	5-Feb-10	Disaster	10000000	NaN	1100000
Ribbon	3641	2610	3-Nov-17	Disaster	NaN	3950000	4050000
Saali Poori Gharwali	2116	2611	10-Nov-00	Disaster	1000000	NaN	425000
Agnee Prem	2804	2612	26-Apr-96	Disaster	6000000	NaN	325000
30 Minutes	3438	2613	9-Dec-16	Disaster	NaN	1750000	2450000
Revati	1713	2614	29-Apr-05	Disaster	9000000	650000	1075000
Kiss Kis Ko	1786	2615	29-Oct-04	Disaster	20000000	1250000	1550000
