	indx	film	id	rank	release_date	release_year	five_yr	verdict	verdict_rank	budget	first_week	tot_net_gross	budget_adjust	first_week_adjust	tot_net_gross_adjust	success_flop	profit_ratio	footfalls	screens	runtime	release_week	holiday_release	multiple_releases	genre	sequel_remake	production_banner	actors	directors	producers	music	lyrics	screenplay	dialogue	story	production_banner_exp	production_banner_hits	actors_exp	actors_hits	directors_exp	directors_hits	producers_exp	producers_hits	music_exp	music_hits	lyrics_exp	lyrics_hits	screenplay_exp	screenplay_hits	dialogue_exp	dialogue_hits	story_exp	story_hits	directors_awards	actors_awards	music_awards	lyrics_awards	screenplay_awards	dialogue_awards	story_awards
2182	2182	Phir Aik Saazish	1031	2505	2012-01-20	2012	2010	Disaster	1	0.9	0.135	0.165	1.5119999999999998	0.22699999999999998	0.27699999999999997	0	1	53200	100	90	3	0	0	Thriller	0	Dillzan Wadia Productions|Modi Films	Dilzan Wadia|Mamta Soni|Kiran Acharya|Prakash Tiwari	Shyam Shah	Jitendra Modi|Pravin Chudasama	Shahank Phadnis	Patric Wilson	Shyam Shah	Shyam Shah	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2183	2183	Chand Bujh Gaya	1731	2506	2005-03-11	2005	2005	Disaster	1	1.75	0.08	0.12	5.11	0.23399999999999999	0.35	0	1	52500	20	116	10	0	2	Love Story	0	F.A. Pictures	Faisal Khan|Shama Sikander|Pratap Singh|Faraz Khan	Sharique Minhaz	Faiz Anwar	Ali Ghani|K. Raj	Faiz Anwar	none	Qamaruddin Falak	Qamaruddin Falak	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2184	2184	Ek Zakhm - The Blast	1574	2507	2006-05-19	2006	2005	Disaster	1	0.75	0.08	0.125	2.0780000000000003	0.222	0.34600000000000003	0	1	52400	10	100	20	0	2	Thriller	0	S.S. Movie International	Rakesh|Shalini Pal|Mohan Joshi|Manoj Joshi	Suhail Azmi	Vinod Sharma|Vinod Chaubey	Kabir|Suresh Rajeha	Shabbir Ahmed	Suhail Azmi	none	none	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2185	2185	Jahan Jaaeyega Humen Paaeyega	1485	2508	2007-07-06	2007	2005	Disaster	1	4.0	0.12	0.15	10.4	0.312	0.39	0	1	52400	20	137	26	0	2	Drama	0	L.R.B. International	Govinda|Sakshi Shivanand|Vinay Anand|Krishna Abhishek	Janmendra Ahuja	Lakhan Sinha	Aadesh Shrivastava	Dev Kohli|Nusrat Badr|Janmendra Ahuja	Anwar Khan	none	none	0.0	0.0	13.0	1.0	0.0	0.0	0.0	0.0	16.0	2.0	42.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2186	2186	Kaun Hai Jo Sapno Mein Aaya	1820	2512	2004-08-13	2004	2000	Disaster	1	1.5	0.18	0.233	4.545	0.545	0.706	0	1	51500	50	142	32	0	3	Love Story	0	Spice Team Entertainments	Rakesh Bapat|Richa Pallod|Rana Jung Bahadur|Sheela Sharma	Rajesh Bhatt	Vibha Bhatnagar|Raagini Sona	Nikhil-Vinay	Sameer	Mehmood Ali	Mehmood Ali	none	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	116.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2187	2187	Dhoop	572	2516	2003-11-07	2003	2000	Disaster	1	1.5	0.145	0.218	4.725	0.457	0.687	0	1	51200	20	126	44	0	2	Drama	0	Anushka Films	Om Puri|Revathi|Sanjay Suri|Gul Panag	Ashwini Chaudhary	Parth Arora|Saket Bahl	Lalit Sen	Nida Fazli	Kumud Chaudhary	Kumud Chaudhary	none	0.0	0.0	21.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2188	2188	Aagaah - The Warning	816	2517	2011-08-05	2011	2010	Disaster	1	3.0	0.253	0.29	5.34	0.45	0.516	0	1	51200	150	90	31	0	2	Horror	0	Aartee Films|Omkar Investment	Atul Kulkarni|Anupam Kher|Rituparna Sengupta|Satish Kaushik	Karan Razdan	Ram Kudale	Sachin Gupta	none	Karan Razdan	Karan Razdan	Karan Razdan	0.0	0.0	30.0	2.0	3.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2189	2189	Be Careful	848	2522	2011-10-21	2011	2010	Disaster	1	2.75	0.3	0.316	4.895	0.534	0.562	0	1	50500	275	90	42	0	0	Comedy	0	United Color Entertainment Pvt. Ltd.	Rajneesh Duggal|Zaid Hameed|Tanisha Mukherjee|Kiran Rathod	Chandrakant Singh	Raju Bhati|Amrit Dujari|Ritesh Choradia	Siddharth-Suhas	Kumaar	Mohammed Salim	none	none	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	6.0	0.0	20.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2190	2190	Umar	1593	2523	2006-03-17	2006	2005	Disaster	1	3.5	0.195	0.228	9.695	0.54	0.632	0	1	50200	55	127	11	1	1	Drama	0	Sughand Productions Pvt. Ltd.	Jimmy Shergill|Shenaz Treasurywala|Kader Khan|Prem Chopra	Karan Razdan	P.D. Gupta	Shamir Tandon	Shaily Shailendra	Karan Razdan	Karan Razdan	Karan Razdan	1.0	0.0	26.0	1.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2191	2191	Gaja Gamini	757	2524	2000-12-01	2000	2000	Disaster	1	2.5	0.06	0.10800000000000001	8.825	0.212	0.381	0	1	50200	7	122	48	0	0	Drama	0	Dashaka Films Pvt. Ltd.	Madhuri Dixit|Shabana Azmi|Naseeruddin Shah|Shilpa Shirodkar	M.F. Hussain	Rakesh Nath	Bhupen Hazarika	Javed Akhtar|Maya Govind|M.F. Hussain	M.F. Hussain	none	none	1.0	0.0	39.0	4.0	0.0	0.0	1.0	0.0	1.0	0.0	52.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0
2192	2192	Tahaan	206	2527	2008-09-06	2008	2005	Disaster	1	3.0	0.325	0.353	7.38	0.8	0.868	0	1	49800	100	92	35	2	2	Drama	0	IDream Production|Santosh Sivan Films	Purav Bhandare|Sarika|Victor Banerjee|Rahul Khanna	Santosh Sivan	Mubina Rattonsey|Shripal Morakhia	Adnan Sami|Taufiq Qureshi	Mehboob	Santosh Sivan	none	none	4.0	0.0	8.0	1.0	0.0	0.0	1.0	0.0	4.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2193	2193	Ishq Actually	1658	2528	2013-10-25	2013	2010	Disaster	1	3.5	0.353	0.385	5.285	0.5329999999999999	0.581	0	1	49700	350	106	42	0	1	Love Story	0	Aris Pioneer Enterprises Company Ltd.|Blue Throat Entertainment|White Lion Entertainment	Rajeev Khandelwal|Rayo Bakhirta|Neha Ahuja|Ann Mitchai	Anish Khanna	Sunny Sharma	Chirantan Bhatt|Shahdaab Bhartiya|Dipanjan Guha|Adam Avil-Eddie Avil	Kunwar Juneja	none	none	none	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2194	2194	M3 - Midsummer Midnight Mumbai	2247	2532	2014-05-16	2014	2010	Disaster	1	4.25	0.23	0.26	5.865	0.317	0.359	0	1	49400	300	136	19	0	3	Mystery	0	Gudnet Productions	Paras Chhabra|Sara Khan|M.A. Guddu|Pooja Thakur	Braj Bhushan	none	Sujeet Chaubey|Afroz Khan	Ahmed Siddiqui|Sujeet Chaubey	Neelam Kushwaha|Majid Parvez	none	none	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2195	2195	Raqt	1543	2533	2013-09-27	2013	2010	Disaster	1	2.5	0.188	0.20800000000000002	3.775	0.284	0.314	0	1	49400	200	136	38	0	2	Drama	0	Maa Tarini Films	Shweta Bhardwaj|Sheena Shahabadi|Arjun Mahajan|Gulshan Grover	Adi Irani|Shiva Rindani	Ashish Mishra|Amit Mishra	Daboo Malik	Panchhi Jalonvi	Shiva Rindani	none	none	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2196	2196	Sadda Adda	1014	2539	2012-01-13	2012	2010	Disaster	1	2.75	0.308	0.345	4.62	0.517	0.58	0	1	48600	175	124	2	0	2	Drama	0	Rajtaru Studios Ltd.	Karanvir Sharma|Shaurya Chauhan|Bhaumik Sampat|Kahkkashan Aryan	Muazzam Beg	Tarun R. Agarwal|Rajeev R. Agarwal|Ramesh Agarwal	Shamir Tandon	Sandeep Nath|Prashant Pandey	none	none	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	18.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2197	2197	Question Mark	1134	2541	2012-02-17	2012	2010	Disaster	1	0.5	0.258	0.313	0.84	0.433	0.526	0	1	48300	100	95	7	0	2	Horror	0	Percept Picture Company	Yaman Chatwal|Manvi Gagru|Akhlaque Khan|Sonam Mukherjee	Yash Dave|Allison Patel	Shailendra Singh	none	none	Yash Dave|Allison Patel	Yash Dave|Allison Patel	none	12.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2198	2198	The Japanese Wife	918	2542	2010-04-09	2010	2010	Disaster	1	1.5	0.165	0.395	2.925	0.322	0.77	0	1	48100	30	104	14	0	2	Drama	0	Saregama	Rahul Bose|Chigusa Takaku|Raima Sen|Moushumi Chatterjee	Aparna Sen	Apurv Nagpal|Sanjiv Goenka	Sagar Desai	none	Kunal Bose	Aparna Sen	Aparna Sen	1.0	0.0	10.0	0.0	1.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2199	2199	Jai Santoshi Maa	1545	2543	2006-09-29	2006	2005	Disaster	1	4.25	0.195	0.223	11.772	0.54	0.618	0	1	48000	110	131	39	1	2	Devotional	0	Percept Picture Company	Rakesh Bapat|Nushrat Bharucha|Sakhi Smriti Kaushik|Purva Parag	Ahmed Siddiqui	none	Anu Malik	Swanand Kirkire	Sulekha Bajpai	Sulekha Bajpai|Sushma Ahuja	Sushma Ahuja	5.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	54.0	7.0	3.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
2200	2200	Balwinder Singh... Famous Ho Gaya	2313	2544	2014-09-26	2014	2010	Disaster	1	7.0	0.413	0.42200000000000004	9.66	0.57	0.5820000000000001	0	1	47800	450	136	38	1	3	Comedy	0	5 Rivers Productions|Sunil Agnihotri Productions LLP|Vandana Motion Pictures	Mika Singh|Shaan|Gabriela Bertante|Anupam Kher	Sunil Agnihotri	Mika Singh|Vandana Jain|Sunil Agnihotri	Lalit Pandit|Mika Singh	Kumaar	none	none	none	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	9.0	1.0	43.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
2201	2201	Aisaa Kyon	1895	2545	2003-08-08	2003	2000	Disaster	1	0.4	0.043	0.085	1.26	0.135	0.268	0	1	47800	10	130	31	0	2	Drama	0	Shri Kailash Arts	Rajeshh|Radhika|Johny Lever|Mohan Joshi	B.B. Sinha	K.C. Sharma	Raam-Laxman	Dev Kohli	Vidhur Kamal Nayan	Shashi Raj	Salim Hyder	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	63.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2202	2202	Dhamkee - The Extortion	1728	2549	2005-03-18	2005	2005	Disaster	1	0.9	0.095	0.13	2.628	0.27699999999999997	0.38	0	1	46800	20	136	11	0	1	Drama	0	Shri Sadguru Arts	Rajat Bedi|Milind Gunaji|Amriena|Shweta Menon	Aziz Chhapra	Sunil Gulati	Mahesh Sharma|Siddhant Madhav	Preeti Arora|Farhad|Ramesh Dubey	none	none	none	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2203	2203	Ishq Ke Parindey	2856	2550	2015-04-24	2015	2015	Disaster	1	3.25	0.255	0.295	4.225	0.332	0.384	0	1	46700	150	122	16	0	1	Love Story	0	Shyam Motion Pictures	Rishi Verma|Priyanka Mehta|Yasir Iftikhar Khan|Manjul Azad	Shakir Khan	Kapil Sharma	Rashid Khan|Vijay Verma|Sajjad Ali	Shakeel Azmi|Irshad Khan	none	none	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2204	2204	Broken Horses	2842	2553	2015-04-10	2015	2015	Disaster	1	60.0	0.44799999999999995	0.45799999999999996	78.0	0.5820000000000001	0.595	0	1	37400	175	102	14	0	2	Thriller	0	Vidhu Vinod Chopra Productions	Vincent D'Onofrio|Anton Yelchin|Chris Marquette|Maria Valverde	Vidhu Vinod Chopra	Vidhu Vinod Chopra|Subhash Dhar	John Debney	none	Abhijat Joshi|Vidhu Vinod Chopra	Vidhu Vinod Chopra	none	2.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
2205	2205	Deadline - Sirf 24 Ghante	1527	2554	2006-11-10	2006	2005	Disaster	1	2.25	0.225	0.275	6.232	0.623	0.762	0	1	46300	55	102	45	0	3	Thriller	0	Percept Picture Company|Plus Entertainment Pvt. Ltd.	Irrfan Khan|Konkona Sen Sharma|Rajit Kapoor|Sandhya Mridul	Tanveer Khan	Ravi Agrawal	none	none	none	Dilip Shukla	Dilip Shukla	5.0	0.0	13.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2206	2206	Yatra	1464	2557	2007-05-04	2007	2005	Disaster	1	4.75	0.245	0.285	12.35	0.637	0.741	0	1	45600	50	131	17	0	0	Drama	0	SPS Arts & Entertainment Ltd.	Nana Patekar|Rekha|Deepti Naval|Jeeva	Goutam Ghose	Bipin Vohra	Goutam Ghose|Khayyam	Kunwar Shyam|Kadar Piya|Majrooh Sultanpuri	none	none	none	1.0	0.0	16.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2207	2207	Gandhigiri	3418	2560	2016-10-21	2016	2015	Disaster	1	30.0	0.40299999999999997	0.408	36.9	0.496	0.502	0	1	45300	475	127	42	0	2	Drama	0	Aagaman Films Pvt. Ltd.	Om Puri|Sanjay Mishra|Mukesh Tiwari|Rishi Bhutani	Sanoj Mishra	Ankit Jain|Rachna Jain|Sudhir Jain|Pratap Singh Yadav	Sahil Rayyan|Shashi Shivam	none	none	none	none	0.0	0.0	29.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2208	2208	Love Khichdi	1109	2561	2009-08-28	2009	2005	Disaster	1	2.25	0.26	0.266	5.062	0.585	0.598	0	1	45100	100	129	34	2	5	Rom - Com	0	Victoria Entertainment	Randeep Hooda|Rituparna Sengupta|Sada|Divya Dutta	Srinivas Bhashyam	K.K. Pittie	Pritam	Amitabh Verma|Shaleen Sharma	Manu Joseph|Srinivas Bhashyam	none	none	0.0	0.0	11.0	0.0	1.0	0.0	0.0	0.0	39.0	10.0	10.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2209	2209	Mobile Phone	1570	2562	2006-06-09	2006	2005	Disaster	1	0.7	0.05	0.095	1.939	0.138	0.263	0	1	45100	7	126	23	0	2	Drama	0	Shree Shraddha Films	Saagar Bhatia|Swati Dasgupta|Sanjeev Tiwari|Ruhi Resham Khan	Sikander Bhatia	none	Kamran Khan|Ghulam Dastgir	Raza|Gauhar Kanpuri|Anita Soni	Sikander Bhatia	none	none	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2210	2210	Dhadkanein	1579	2566	2006-05-05	2006	2005	Disaster	1	1.5	0.07	0.105	4.155	0.19399999999999998	0.29100000000000004	0	1	44900	15	139	18	0	1	Love Story	0	Sunrise Enterprises	Attin Bhalla|Preeti Mehra|Harsh Chhaya|Yashpal Sharma	Imran Khalid	Irshad S. Ahmed	Anand-Milind	Farhad|Shabbir Ahmed	Rajan Aggarwal|Khalid Majeed	none	none	0.0	0.0	8.0	0.0	2.0	0.0	0.0	0.0	14.0	0.0	9.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2211	2211	Jigyaasa	1596	2567	2006-03-10	2006	2005	Disaster	1	2.0	0.15	0.19	5.54	0.41600000000000004	0.526	0	1	44700	25	137	10	0	3	Drama	0	Chand Films	Hrishita Bhatt|Vikas Kalantri|Varsha Usgaonkar|Milind Gunaji	Faisal Saif	Raju Chand	Ram Shankar	Jagdish Anand|S.S. Chauhan|Raju Chand|Ravi Chopra	none	none	none	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2212	2212	Royal Utsav	1012	2571	2009-04-10	2009	2005	Disaster	1	3.0	0.1	0.133	6.75	0.225	0.299	0	1	44100	40	120	14	0	2	Action	0	Atharva Arts	Vikram Singh|Sudesh Berry|Tripta Chopra|Charu Arora	Ravi K. Patwa	Anju R Patwa	Vaishnav Deva|Sahil Rayyan	Sahil Rayyan|Mumtaz Nikhil|Sahil Azmi	none	none	none	0.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2213	2213	Game Over	3678	2574	2017-12-08	2017	2015	Disaster	1	25.5	0.23800000000000002	0.318	30.6	0.28600000000000003	0.382	0	1	43900	150	143	49	0	1	Drama	0	Dream International|Dream Machine Pvt. Ltd.|Koning Entertainment	Gurleen Chopra|Rajesh Sharma|Prasad Shikhare|Yashpal Sharma	Paresh Vinodray Savani	Paresh Vinodray Savani|D. Vasu|Brijesh Thakkar	Gaurav H. Singh	Raj Jadon	Paresh Vinodray Savani	none	none	0.0	0.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2214	2214	Maruti Mera Dosst	1080	2575	2009-06-05	2009	2005	Disaster	1	2.75	0.273	0.294	6.188	0.614	0.662	0	1	43700	150	128	22	0	2	Sci Fi / Fantasy	0	Contiloe Pictures Pvt. Ltd.	Chandrachur Singh|Sushmita Mukherjee|Shahbaaz Khan|Murli Sharma	Manikya Raju	Abhimanyu Singh	Kartik Shah	Subrat Sinha	Manikya Raju|Mann Kaloda	Manikya Raju	none	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2215	2215	Ata Pata Laapata	1176	2579	2012-11-02	2012	2010	Disaster	1	11.0	0.225	0.251	18.48	0.37799999999999995	0.42200000000000004	0	1	43400	125	133	44	0	4	Comedy	0	Shree Naurang Godavari Entertainment	Rajpal Yadav|Ashutosh Rana|Sharat Saxena|Govind Namdeo	Rajpal Yadav	Radha Rajpal Yadav	Sukhwinder Singh|Rajpal Yadav|Amod Bhatt|Sujeet Chaubey	none	Mohammed Salim	none	none	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2216	2216	Sharafat Gayi Tel Lene	2531	2580	2015-01-16	2015	2015	Disaster	1	7.0	0.418	0.425	9.1	0.5429999999999999	0.552	0	1	39500	450	108	2	0	2	Comedy	0	Medios Entertainment|Trinity Group	Zayed Khan|Rannvijay Singh|Tena Desae|Talia Bentson	Gurmmeet Singh	Akhilesh Jain|Devinder Jain	Faridkot|Dhruv Dhalla|Gavin Pacheco|Akshay Raheja	none	none	none	none	0.0	0.0	6.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2217	2217	A Flat	961	2581	2010-11-12	2010	2010	Disaster	1	5.5	0.28	0.31	10.725	0.546	0.604	0	1	43300	175	103	45	0	1	Thriller	0	Anjum Rizvi Film Company	Jimmy Shergill|Sanjay Suri|Kaveri Jha|Hazel Croney	Hemant Madhukar	Anjum Rizvi	Bappa Lahiri	Virag Mishra	Hemant Madhukar	Ajay Monga|Hemant Madhukar	none	2.0	1.0	20.0	1.0	0.0	0.0	2.0	1.0	7.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2218	2218	Kaagaz Ke Fools	2857	2584	2015-04-24	2015	2015	Disaster	1	4.0	0.34	0.35	5.2	0.442	0.455	0	1	42900	300	109	16	0	1	Comedy	0	Globe Filmy Entertainment	Vinay Pathak|Mugdha Godse|Raima Sen|Saurabh Shukla	Anil Chaudhary	Faizil Kapadi	Sangeeta Pant	Sangeeta Pant|Ravi Basnet	Anil Chaudhary|Reshu Nath	none	none	0.0	0.0	23.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2219	2219	Four Two Ka One	1270	2586	2013-05-10	2013	2010	Disaster	1	6.0	0.185	0.195	9.06	0.27899999999999997	0.294	0	1	42800	65	127	18	0	3	Comedy	0	Bhumii Creations|Jai Viratra Entertainment|Jannat Films	Jimmy Shergill|Nikita Anand|Rajpal Yadav|Sushant Singh	Anwer Khan	Sunil Shah	J.D. Singh-Rajan|Avishek Majumdar	Kumaar|Parwez Khan|Anwer Khan	none	none	none	0.0	0.0	23.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2220	2220	Chehra - The Unknown Mask	981	2588	2013-04-26	2013	2010	Disaster	1	0.8	0.19	0.22	1.208	0.287	0.332	0	1	42700	80	0	16	0	2	Mystery	0	Gaarimma Films	Sheetal Pathak|Saheem Khan|Quaiser Jamal|Raza Murad	Deepak K. Bajaj	Veena Bajaj|Deepak K. Bajaj	Aslam Keyi	Pandit Meshram|Amit Dhapodkar|Pankaj Jagtap	none	none	none	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2221	2221	I Am Singh	858	2590	2011-12-02	2011	2010	Disaster	1	9.0	0.313	0.322	16.02	0.557	0.573	0	1	42600	300	130	48	0	1	Drama	0	Nahar & Puneet Moviez Pvt. Ltd.	Gulzar Inder Chahal|Rizwan Haider|Puneet Issar|Tulip Joshi	Puneet Issar	Peshaur Singh Thind	Sudhakar Sharma|Monty Sharma|Daler Mehndi|Sukhwinder Singh	Sandeep Nath	none	none	none	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	14.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2222	2222	Yea Toh Two Much Ho Gaya	3371	2591	2016-09-02	2016	2015	Disaster	1	30.0	0.27	0.3	36.9	0.332	0.369	0	1	42600	225	124	35	1	2	Drama	0	M.A. Entertainment|Trinity Films	Arbaaz Khan|Jimmy Shergill|Pooja Chopra|Bruna Abdullah	Anwer Khan	Mudar Unwala|Ali Unwala	Avishek Majumdar	Jairaj Selwan|Badri Lacewala|Vishal V. Patil	none	none	none	0.0	0.0	15.0	3.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2223	2223	Stop!	1783	2592	2004-11-05	2004	2000	Disaster	1	1.75	0.195	0.218	5.3020000000000005	0.591	0.6609999999999999	0	1	42400	35	142	44	0	0	Rom - Com	0	Daylight Productions	Gauri Karnik|Ishita Arun|Rocky Bhatia|Tejaswini Kolhapure	Ajai Sinha	Laxman Bhatia	Vishal-Shekhar	Vishal Daldani|Kumaar|Panchhi Jalonvi	Sanjay Pathak	none	none	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2224	2224	Jahan Tum Le Chalo	2461	2593	1999-01-15	1999	1995	Disaster	1	0.5	0.055	0.068	1.775	0.195	0.24100000000000002	0	1	42300	6	131	2	0	0	Love Story	0	Rishi Films International	Nirmal Pandey|Sonali Kulkarni|Jimmy Shergill|Nirupa Roy	Desh Deepak	Anil K. Mehta	Vishal Bhardwaj	Gulzar	Suraj Sanim	Suraj Sanim	Suraj Sanim	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	6.0	2.0	5.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
